replication_type,replication_number,target_effect,original_authors_study_number,original_effect_size,replication_effect_size,replication_authors_study_number,replication_outcome,replication_outcome_bayesian,discipline,replication_method_differences,positive_control_evidence,IVs,DVs,other_outcomes,replication_open_materials_URL,replication_open_data_URL,replication_pre_reg_URL,original_study_article_URL,replication_study_article_URL,original_open_materials_URL,original_open_data_URL,original_pre_reg_URL,effect_description,design,effect_type,original_test_statistic,original_pvalue,original_N,replication_N,study_order_CS,RPP_study_number,Original_Article_Title
Many Labs 1,21,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=95) = +.01 ± .42,"Adams & Nelson (2014,PSU)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,95,,,
Many Labs 1,22,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=103) = +.03 ± .36,"Brumbaugh & Storbeck (2014,QCCUNY) Study 1",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,103,,,
Many Labs 1,23,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=123) = +.03 ± .39,"Levitan (2014,Oxy)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,123,,,
Many Labs 1,24,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=107) = +.10 ± .38,"Smith (2014,OSU)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,107,,,
Many Labs 1,25,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=174) = +.11 ± .30,"Kurtz (2014,JMU)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,174,,,
Many Labs 1,26,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=86) = +.13 ± .43,"Brumbaugh & Storbeck (2014,QCCUNY2) Study 2",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,86,,,
Many Labs 1,27,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=103) = +.18 ± .26,"Wichman (2014,WKU)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,103,,,
Many Labs 1,28,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=225) = +.18 ± .36,"Davis & Hicks (2014,TAMUON) Study 2",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,225,,,
Many Labs 1,29,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=120) = +.18 ± .40,"Pilati (2014,brasilia)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,120,,,
Many Labs 1,30,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=85) = +.19 ± .43,"Furrow & Thompson (2014,MSVU)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,85,,,
Many Labs 1,31,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=80) = +.21 ± .44,"Brandt et al. (2014,Tilburg)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,80,,,
Many Labs 1,32,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=79) = +.21 ± .45,"Bocian & Frankowska (2014,SWPS) Study 1",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,79,,,
Many Labs 1,33,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=95) = +.23 ± .40,"Nier (2014,Conncoll)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,95,,,
Many Labs 1,34,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=90) = +.24 ± .41,"Woodzicka (2014,WL)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,90,,,
Many Labs 1,35,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=81) = +.30 ± .44,"Schmidt & Nosek (2014,UVA)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,81,,,
Many Labs 1,36,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=98) = +.40 ± .40,"Morris (2014,McDaniel)",,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,30,98,,,
individual effort,,money priming,Caruso et al. (2013) Study 1,d(N=30) = +.77 ± .74,d(N=136) = -.07 ± .34,Rohrer et al. (2015) Study 1,,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,https://pdfs.semanticscholar.org/f0a7/3c08049f86b20d83b52635ee651d2fffe859.pdf,,,,,,,,,30,136,,,
individual effort,,money priming,Caruso et al. (2013) Study 2,d(N=168) = +.43 ± .30,d(N=420) = +.06 ± .19,Rohrer et al. (2015) Study 2,,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,https://pdfs.semanticscholar.org/f0a7/3c08049f86b20d83b52635ee651d2fffe859.pdf,,,,,,,,,168,420,,,
individual effort,,money priming,Caruso et al. (2013) Study 2,d(N=168) = +.43 ± .30,d(N=115) = -.09 ± .39,Schuler & Wänke (in press) Study 2,,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,https://github.com/eplebel/science-commons/blob/master/curated/money-priming/Schuler%20%26%20Wanke%20(in%20press%2C%20SPPS)%20replication%20%26%20extension.pdf,,,,,,,,,168,115,,,
individual effort,,money priming,Caruso et al. (2013) Study 3,d(N=80) = +.49 ± .44,d(N=156) = -.06 ± .31,Rohrer et al. (2015) Study 3,,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,https://pdfs.semanticscholar.org/f0a7/3c08049f86b20d83b52635ee651d2fffe859.pdf,,,,,,,,,80,156,,,
individual effort,,money priming,Caruso et al. (2013) Study 4,d(N=48) = +.69 ± .58,d(N=116) = +.13 ± .37,Rohrer et al. (2015) Study 4,,,Social,,,,,,,,,https://carlsonschool.umn.edu/sites/carlsonschool.umn.edu/files/faculty/publications/Caruso%20Vohs%20et%20al%202013%20JEPG.pdf,https://pdfs.semanticscholar.org/f0a7/3c08049f86b20d83b52635ee651d2fffe859.pdf,,,,,,,,,48,116,,,
individual effort,,money priming,Vohs et al. (2006) Study 3,d(N=39) = +.65 ± .65,d(N=40) = +.07 ± .62,Grenier et al. (2012),,,Social,,,,,,,,,https://github.com/eplebel/science-commons/blob/master/curated/money-priming/vohs%20et%20al%20(2006%2C%20science)The%20Psychological%20Consequences%20of%20Money.pdf,http://www.psychfiledrawer.org/files/8661358527290Vohs%20-%20Final%20report_Grenier%2012.pdf,,,,,,,,,39,40,,,
Many Labs 1,1,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=84) = +.07,"Bernstein (2014,abington)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,84,,,
Many Labs 1,2,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=120) = .0,"Pilati (2014,brasilia)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,120,,,
Many Labs 1,3,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=84) = -.03,"Vranka (2014,Charles)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,84,,,
Many Labs 1,4,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=95) = -.45,"Nier (2014,Conncoll)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,95,,,
Many Labs 1,5,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=96) = -.07,"Rutchick (2014,CSUN)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,96,,,
Many Labs 1,6,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=102) = -0.12,"Cheong (2014,Help)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,102,,,
Many Labs 1,7,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=90) = -0.17,"Vaughn (2014,Ithaca)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,90,,,
Many Labs 1,8,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=174) = +0.04,"Kurtz (2014,JMU)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,174,,,
Many Labs 1,9,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=113) = +0.14,"Cemalcilar (2014,KU)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,113,,,
Many Labs 1,10,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=112) = +0.04,"Packard (2014,Laurier)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,112,,,
Many Labs 1,11,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=277) = +0.04,"Kappes (2014,LSE)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,277,,,
Many Labs 1,12,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=146) = +0.07,"Huntsinger & Mallett (2014,Luc)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,146,,,
Many Labs 1,13,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=98) = +0.09,"Morris (2014,McDaniel)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,98,,,
Many Labs 1,14,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=85) = +0.09,"Furrow & Thompson (2014,MSVU)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,85,,,
Many Labs 1,15,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=1000) = +0.09,"Schmidt & Nosek (2014, MTURK)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,1000,,,
Many Labs 1,16,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=107) = +0.28,"Smith (2014,OSU)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,107,,,
Many Labs 1,17,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=123) = -0.01,"Levitan (2014,Oxy)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,123,,,
Many Labs 1,18,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=1329) = +0.03,"Schmidt & Nosek (2014,PI)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,1329,,,
Many Labs 1,19,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=95) = +0.02,"Adams & Nelson (2014,PSU)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,95,,,
Many Labs 1,20,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=103) = -0.22,"Brumbaugh & Storbeck (2014,QCCUNY) Study 1",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,103,,,
Many Labs 1,21,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=86) = +0.02,"Brumbaugh & Storbeck (2014,QCCUNY2) Study 2",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,86,,,
Many Labs 1,22,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=162) = -0.11,"Devos (2014,SDSU)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,162,,,
Many Labs 1,23,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=79) = +0.19,"Bocian & Frankowska (2014,SWPS) Study 1",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,79,,,
Many Labs 1,24,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=169) = -0.22,"Bocian & Frankowska (2014,SWPSON) Study 2",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,169,,,
Many Labs 1,25,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=187) = -0.27,"Davis & Hicks (2014,TAMU) Study 1",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,187,,,
Many Labs 1,26,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=87) = +0.27,"Hunt & Krueger (2014,TAMUC)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,87,,,
Many Labs 1,27,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=225) = -0.03,"Davis & Hicks (2014,TAMUON) Study 2",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,225,,,
Many Labs 1,28,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=80) = +0.21,"Brandt et al. (2014,Tilburg)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,80,,,
Many Labs 1,29,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=127) = -0.11,"Klein et al. (2014,UFL)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,127,,,
Many Labs 1,30,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=144) = +0.5,"Vianello & Galliani (2014,UNIPD)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,144,,,
Many Labs 1,31,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=81) = -0.15,"Schmidt & Nosek (2014,UVA)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,81,,,
Many Labs 1,32,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=108) = -0.07,"Hovermale & Joy-Gaba (2014,VCU)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,108,,,
Many Labs 1,33,flag priming,"Carter, Ferguson, & Hassin (2011) Study 2",d(N=66) = +.50,d(N=96) = -0.03,"Swol (2014,Wisc)",,,Social,,,,,,,,,http://travisjcarter.org/Files/Carter-etal-Long%20Term%20Flag%20Prime-PS-2011.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,66,96,,,
