rep.num,original.study.number,original.effect.size,replication.effect.size,replication.study.number,outcome,target.effect,rep.effort.type,IVs,DVs,replication.type,replication.method.differences,replication.positive.control.evidence,other.outcomes,discipline,rep.num.in.set,original.study.article.URL,replication.study.article.URL,replication.open.data.URL,replication.open.materials.URL,replication.pre.reg.URL,original.open.data.URL,original.open.materials.URL,original.pre.reg.URL,effect.description,design,statistical.effect.type,original.test.statistic,original.pvalue,original.N,replication.N,outcome.bayesian,study.order.CS,RPP.study.number,original.article.title
333,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=277) = +0.52,"Kappes (2014,LSE)",,scale options anchoring effect,Many Labs 1,,,,,,,social,11,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,277,,,,
334,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=146) = +0.55,"Huntsinger & Mallett (2014,Luc)",,scale options anchoring effect,Many Labs 1,,,,,,,social,12,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,146,,,,
335,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=98) = +0.63,"Morris (2014,McDaniel)",,scale options anchoring effect,Many Labs 1,,,,,,,social,13,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,98,,,,
336,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=85) = +0.47,"Furrow & Thompson (2014,MSVU)",,scale options anchoring effect,Many Labs 1,,,,,,,social,14,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,85,,,,
337,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=1000) = +0.51,"Schmidt & Nosek (2014, MTURK)",,scale options anchoring effect,Many Labs 1,,,,,,,social,15,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,1000,,,,
338,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=107) = +0.43,"Smith (2014,OSU)",,scale options anchoring effect,Many Labs 1,,,,,,,social,16,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,107,,,,
339,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=123) = +0.42,"Levitan (2014,Oxy)",,scale options anchoring effect,Many Labs 1,,,,,,,social,17,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,123,,,,
340,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=1329) = +0.48,"Schmidt & Nosek (2014,PI)",,scale options anchoring effect,Many Labs 1,,,,,,,social,18,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,1329,,,,
341,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=95) = +0.42,"Adams & Nelson (2014,PSU)",,scale options anchoring effect,Many Labs 1,,,,,,,social,19,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,95,,,,
342,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=103) = +0.61,"Brumbaugh & Storbeck (2014,QCCUNY) Study 1",,scale options anchoring effect,Many Labs 1,,,,,,,social,20,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,103,,,,
343,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=86) = +0.58,"Brumbaugh & Storbeck (2014,QCCUNY2) Study 2",,scale options anchoring effect,Many Labs 1,,,,,,,social,21,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,86,,,,
344,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=162) = +0.68,"Devos (2014,SDSU)",,scale options anchoring effect,Many Labs 1,,,,,,,social,22,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,162,,,,
345,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=79) = +0.99,"Bocian & Frankowska (2014,SWPS) Study 1",,scale options anchoring effect,Many Labs 1,,,,,,,social,23,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,79,,,,
346,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=169) = +0.31,"Bocian & Frankowska (2014,SWPSON) Study 2",,scale options anchoring effect,Many Labs 1,,,,,,,social,24,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,169,,,,
347,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=187) = +0.35,"Davis & Hicks (2014,TAMU) Study 1",,scale options anchoring effect,Many Labs 1,,,,,,,social,25,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,187,,,,
348,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=87) = +0.86,"Hunt & Krueger (2014,TAMUC)",,scale options anchoring effect,Many Labs 1,,,,,,,social,26,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,87,,,,
349,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=225) = +0.37,"Davis & Hicks (2014,TAMUON) Study 2",,scale options anchoring effect,Many Labs 1,,,,,,,social,27,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,225,,,,
350,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=80) = +0.84,"Brandt et al. (2014,Tilburg)",,scale options anchoring effect,Many Labs 1,,,,,,,social,28,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,80,,,,
351,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=127) = +0.67,"Klein et al. (2014,UFL)",,scale options anchoring effect,Many Labs 1,,,,,,,social,29,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,127,,,,
352,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=144) = +0.72,"Vianello & Galliani (2014,UNIPD)",,scale options anchoring effect,Many Labs 1,,,,,,,social,30,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,144,,,,
353,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=81) = +0.27,"Schmidt & Nosek (2014,UVA)",,scale options anchoring effect,Many Labs 1,,,,,,,social,31,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,81,,,,
354,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=108) = +0.56,"Hovermale & Joy-Gaba (2014,VCU)",,scale options anchoring effect,Many Labs 1,,,,,,,social,32,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,108,,,,
355,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=96) = +0.41,"Swol (2014,Wisc)",,scale options anchoring effect,Many Labs 1,,,,,,,social,33,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,96,,,,
356,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=103) = +0.74,"Wichman (2014,WKU)",,scale options anchoring effect,Many Labs 1,,,,,,,social,34,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,103,,,,
357,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=90) = +0.23,"Woodzicka (2014,WL)",,scale options anchoring effect,Many Labs 1,,,,,,,social,35,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,90,,,,
358,Schwarz et al. (1985) Study 1,d(N=132) = +.497,d(N=87) = +0.32,"John & Skorinko (2014,WPI)",,scale options anchoring effect,Many Labs 1,,,,,,,social,36,https://pdfs.semanticscholar.org/282f/cedfb267c6761902044c8ece9bd744c7b6bd.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,132,87,,,,
359,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=84) = +0.8,"Bernstein (2014,abington)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,1,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,84,,,,
360,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=120) = +0.36,"Pilati (2014,brasilia)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,2,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,120,,,,
361,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=84) = +0.91,"Vranka (2014,Charles)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,3,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,84,,,,
362,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=95) = +0.5,"Nier (2014,Conncoll)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,4,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,95,,,,
363,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=96) = +0.01,"Rutchick (2014,CSUN)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,5,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,96,,,,
364,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=102) = +0.19,"Cheong (2014,Help)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,6,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,102,,,,
365,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=90) = +0.56,"Vaughn (2014,Ithaca)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,7,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,90,,,,
366,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=174) = +0.8,"Kurtz (2014,JMU)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,8,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,174,,,,
367,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=113) = +0.88,"Cemalcilar (2014,KU)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,9,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,113,,,,
368,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=112) = +0.97,"Packard (2014,Laurier)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,10,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,112,,,,
369,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=277) = +0.77,"Kappes (2014,LSE)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,11,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,277,,,,
370,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=146) = +0.85,"Huntsinger & Mallett (2014,Luc)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,12,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,146,,,,
371,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=98) = +0.61,"Morris (2014,McDaniel)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,13,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,98,,,,
372,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=85) = +0.37,"Furrow & Thompson (2014,MSVU)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,14,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,85,,,,
373,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=1000) = +0.55,"Schmidt & Nosek (2014, MTURK)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,15,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,1000,,,,
374,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=107) = +0.61,"Smith (2014,OSU)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,16,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,107,,,,
375,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=123) = +0.61,"Levitan (2014,Oxy)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,17,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,123,,,,
376,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=1329) = +0.62,"Schmidt & Nosek (2014,PI)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,18,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,1329,,,,
377,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=95) = +0.58,"Adams & Nelson (2014,PSU)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,19,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,95,,,,
378,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=103) = +0.3,"Brumbaugh & Storbeck (2014,QCCUNY) Study 1",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,20,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,103,,,,
379,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=86) = ?,"Brumbaugh & Storbeck (2014,QCCUNY2) Study 2",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,21,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,86,,,,
380,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=162) = +0.47,"Devos (2014,SDSU)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,22,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,162,,,,
381,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=79) = +0.41,"Bocian & Frankowska (2014,SWPS) Study 1",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,23,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,79,,,,
382,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=169) = +0.57,"Bocian & Frankowska (2014,SWPSON) Study 2",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,24,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,169,,,,
383,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=187) = +0.4,"Davis & Hicks (2014,TAMU) Study 1",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,25,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,187,,,,
384,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=87) = +0.66,"Hunt & Krueger (2014,TAMUC)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,26,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,87,,,,
385,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=225) = +0.12,"Davis & Hicks (2014,TAMUON) Study 2",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,27,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,225,,,,
386,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=80) = +0.11,"Brandt et al. (2014,Tilburg)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,28,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,80,,,,
387,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=127) = +0.7,"Klein et al. (2014,UFL)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,29,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,127,,,,
388,"Nosek, Banaji, & Greenwald (2002) Study 2",d(N=91) = +1.01,d(N=144) = +0.76,"Vianello & Galliani (2014,UNIPD)",,sex difference in implicit math attitudes,Many Labs 1,,,,,,,social,30,http://users.nber.org/~sewp/events/2005.01.14/Bios+Links/Krieger-rec1-Banaji_Math-Not-Me.pdf,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,https://osf.io/pqf9r/,https://osf.io/xvpu3/,https://osf.io/2gztr/,,,,,,,,,91,144,,,,
